Date,Open,High,Low,Close,Volume
2024-07-01,496.68822807808823,513.4951533711604,492.81639831574864,511.59033203125,1399300
2024-07-02,517.9022860269465,517.9022860269465,499.22792475193637,501.2821044921875,1051068
2024-07-03,503.4856993753009,512.5365342010407,502.2283105537049,504.0085754394531,551728
2024-07-04,505.42784975353436,521.7616860043396,500.89618623635647,519.50830078125,1150336
2024-07-05,522.882134912043,525.1728444881556,505.45273041497495,507.4197692871094,1338288
2024-07-08,510.43255269301244,512.1630313845988,495.4930633458999,508.50286865234375,734700
2024-07-09,508.9386255582769,519.8942515487682,507.46956963065793,509.9096984863281,1148200
2024-07-10,512.8975879379267,513.4080326920159,500.72192739540577,511.3165283203125,619680
2024-07-11,512.9224799268682,516.1344458982131,505.4527350735642,512.4992065429688,635580
2024-07-12,512.4992379946676,517.8774181457378,509.44909199238333,511.3165283203125,602744
2024-07-15,512.9597609731215,527.2394463261471,512.4119918879721,516.3460693359375,1610168
2024-07-16,516.8441103639991,518.3878455188723,503.84676611518694,508.0422668457031,363420
2024-07-18,507.44465104197155,509.69803615948905,500.47288939860783,505.71417236328125,323436
2024-07-19,508.93860639820144,508.93860639820144,489.9405435221248,492.4927062988281,541304
2024-07-22,488.02333456570614,508.44063733835304,486.85308668652533,506.5856628417969,319604
2024-07-23,508.216528886539,509.37434540470053,490.1522143557216,504.84271240234375,398632
2024-07-24,500.4728935515279,520.1432212085282,500.4604318192739,516.0223999023438,636936
2024-07-25,514.9642026521769,515.9353059651883,506.19971410340327,510.9180908203125,472452
2024-07-26,511.5654660088889,532.0948017229097,509.34943572066726,528.2105102539062,861128
2024-07-29,532.592796986639,535.3939512484901,521.4504278117198,525.260009765625,265492
2024-07-30,525.2600008392118,530.2771549607116,520.8154785036976,522.9070434570312,213124
2024-07-31,523.131150122583,532.767109173621,523.131150122583,527.5880737304688,535692
2024-08-01,527.5880546394807,529.6422344740076,515.6738480725877,519.1597290039062,306304
2024-08-02,517.4043373225782,525.3720653275457,511.4285413188526,518.8609619140625,294980
2024-08-05,504.4567882386926,532.8168962925074,489.29319953209045,511.3663024902344,520148
2024-08-06,512.2501917806618,524.3760648839614,506.36153710988515,507.942626953125,244628
2024-08-07,510.45749283097285,528.1732135448445,510.45749283097285,523.9528198242188,920632
2024-08-08,523.965293908846,529.5924654060223,511.2667272496606,514.3417358398438,634920
2024-08-09,516.6573549498622,522.3841593661739,510.4450292734337,512.4244995117188,302248
2024-08-12,515.1758537103262,532.294018620182,499.1407957013276,507.60650634765625,947048
2024-08-13,508.0297916081847,514.7525923790855,498.9914185609981,500.60986328125,624528
2024-08-14,499.974923879716,512.1630454489759,492.0320890798246,493.33929443359375,390636
2024-08-16,499.76326864131346,517.3918476641392,494.0488957844955,515.8854370117188,911232
2024-08-19,516.9063236793781,540.2368137030734,516.9063236793781,527.8494873046875,1536792
2024-08-20,527.9864982989639,531.2109262038829,514.0802981144892,520.8404541015625,505916
2024-08-21,519.1472340534832,528.8454400090694,516.6573192618598,521.8488159179688,376508
2024-08-22,521.8488427508174,525.7330735521113,518.7239873688666,522.8198852539062,342180
2024-08-23,525.3720444828297,526.7664211439518,511.9265040079137,514.2296752929688,517332
2024-08-26,518.4003049188369,525.6085967127301,514.1799111360034,523.4423828125,339504
2024-08-27,520.3922428205398,529.0073731655855,516.6573702644115,517.77783203125,276500
2024-08-28,517.7778389189924,529.8041408674936,512.2253161538977,522.2098999023438,570316
2024-08-29,519.645223060093,522.9318984655033,508.92612759960474,517.615966796875,383532
2024-08-30,515.7485371833873,534.1365218920022,515.7485371833873,532.7919921875,562664
2024-09-02,537.298747132873,538.4316706443342,521.699453578648,525.7206420898438,467072
2024-09-03,530.3518761759956,535.082714508082,524.1520123616262,525.185302734375,400816
2024-09-04,519.3962548147501,531.5843762490919,519.1472633215504,529.4057006835938,313580
2024-09-05,528.4346573491312,540.7970606515881,528.4346573491312,534.0618286132812,535152
2024-09-06,535.3067536593427,545.1793022247571,530.3518475680602,532.66748046875,638816
2024-09-09,526.6419655008832,537.8216599500076,526.5050080130147,536.2405395507812,286244
