Date,Open,High,Low,Close,Volume
2024-07-01,808.3146327790622,825.3188125539876,806.6881219518312,821.474365234375,1364387
2024-07-02,825.0724156281435,827.9803889827286,817.4821316711286,819.108642578125,1267114
2024-07-03,824.0865985940811,824.9737972280959,812.4054908500163,813.982666015625,476253
2024-07-04,817.1864103994201,837.2957261086942,816.2006608090709,820.4886474609375,1313065
2024-07-05,816.7920976772181,822.7065953002692,812.3562244599296,814.8699340820312,648646
2024-07-08,821.9179672166794,821.9179672166794,808.3146353859428,810.4340209960938,550059
2024-07-09,810.2861077239843,814.4755431957932,808.3146086784271,809.7439575195312,413086
2024-07-10,809.7440130410429,812.2576624634057,796.4856690175144,802.3508911132812,526498
2024-07-11,807.9696674100393,810.2861548571651,800.4286590559831,801.4636840820312,357886
2024-07-12,812.0111886637847,825.4173584256488,804.6673425116861,818.61572265625,1767594
2024-07-15,825.0723269352318,826.058076429778,810.4832464490217,813.8840942382812,595772
2024-07-16,813.8840951686817,825.8609154418857,807.6245497719325,816.2991333007812,983564
2024-07-18,812.2575878028714,820.0943083590445,805.357341304546,816.5949096679688,973743
2024-07-19,820.2422177012359,822.6080408062558,800.2315128638902,803.238037109375,743275
2024-07-22,796.4855704146995,802.4000672247096,791.7539849997659,793.6762084960938,388451
2024-07-23,802.400112183275,808.2653338815719,779.7278731412414,800.8229370117188,925403
2024-07-24,801.3651022966905,822.1151181251674,797.4221041282244,816.052734375,865522
2024-07-25,808.3146706701347,811.0254820656747,803.3859226782436,805.357421875,289210
2024-07-26,808.2160719573844,814.2291200855701,803.4844260328179,806.8359985351562,420767
2024-07-29,813.1448662001101,815.6585156380505,800.4286723394032,802.9423217773438,423513
2024-07-30,803.2380361723345,810.976206618832,799.5414751784162,805.357421875,373989
2024-07-31,806.7867373687934,810.2368608200427,801.0200663581926,801.6608276367188,358022
2024-08-01,808.0189614053943,811.9619598163853,798.4571782256651,801.2665405273438,481848
2024-08-02,797.2741856953874,799.1471338165373,793.9719489277213,794.5140991210938,392389
2024-08-05,778.7421466521822,788.599642179425,761.787242312249,762.9701538085938,885200
2024-08-06,769.7718396979025,781.9950978922268,763.9558933469169,766.3217163085938,325265
2024-08-07,769.8703553154555,774.7991027886659,764.0051337892603,767.0116577148438,368621
2024-08-08,767.0116710724659,773.320492014194,764.1037581449297,766.2230834960938,354572
2024-08-09,775.7848581561566,777.7563571603654,764.0051395729341,765.3359375,275622
2024-08-12,765.3359650628948,766.6667028725111,756.217781840046,761.639404296875,440268
2024-08-13,754.0984190144018,756.06991814908,740.2979250716545,743.8959350585938,1356106
2024-08-14,744.0437119138737,750.9932338683795,738.424927720627,740.6921997070312,422076
2024-08-16,751.1411292834755,763.561549087367,750.1553797699801,755.1826782226562,465241
2024-08-19,760.0128984867544,764.9416462071613,753.7534129479885,762.2308349609375,356096
2024-08-20,766.913139511714,784.6566311713681,764.9909158821761,775.0948486328125,665457
2024-08-21,776.4256796228566,792.7398231150311,775.1441570384185,789.979736328125,725735
2024-08-22,795.4013582986711,795.4013582986711,783.67091425809,785.4452514648438,332339
2024-08-23,788.5996606916746,789.5854102675391,776.5242283873333,778.4957275390625,285729
2024-08-26,779.087159371147,798.3586118637966,779.087159371147,792.6905517578125,734111
2024-08-27,793.5283496184621,801.907220390831,792.5918755578871,794.5140991210938,391253
2024-08-28,794.5633914378446,818.0735536741356,794.5141159947416,800.8229370117188,1256177
2024-08-29,800.9215697090561,804.0267050916195,789.6347244782336,791.8526611328125,354867
2024-08-30,798.4078778065239,802.8930263256663,790.9654805716331,800.724365234375,472644
2024-09-02,800.7243351432201,814.0319538639883,798.4571232460905,799.5907592773438,535637
2024-09-03,806.244577912662,806.244577912662,795.4998837928039,798.3585815429688,304308
2024-09-04,788.4024591539277,798.3585654694435,780.7136248813533,789.9303588867188,388952
2024-09-05,793.4790748192189,801.7593345488077,788.6981536283574,790.1275024414062,293157
2024-09-06,797.4713904333792,812.2576337665073,791.8526059337148,794.7113037109375,733840
2024-09-09,788.5996093046132,793.528356862767,783.2765378756569,786.3323974609375,325918
