Date,Open,High,Low,Close,Volume
2024-07-01,1773.564301177483,1867.645465487406,1762.5189997126326,1794.579833984375,680769
2024-07-02,1794.5797821229028,1827.178389153301,1768.2371046052635,1775.7635498046875,283852
2024-07-03,1786.8090757859172,1786.8090757859172,1721.318808785011,1731.679931640625,240193
2024-07-04,1739.8906209727945,1776.9854322707276,1723.3226091357765,1730.94677734375,248183
2024-07-05,1731.0933040572959,1739.8905032309356,1715.1117494224475,1725.4239501953125,103999
2024-07-08,1725.326173127847,1778.0116437187926,1711.7882853559843,1756.6051025390625,232919
2024-07-09,1764.0338922044095,1771.9514669716234,1727.6721830943022,1763.1053466796875,134031
2024-07-10,1774.053241582414,1805.0390093482918,1715.4541572713006,1732.3643798828125,206830
2024-07-11,1740.8776298395044,1740.8776298395044,1715.9240719075722,1729.7708740234375,75990
2024-07-12,1738.3334980928335,1771.2134588524614,1723.2634812371186,1737.012451171875,161949
2024-07-15,1747.7277561316184,1900.825136931463,1746.7491851595403,1783.1519775390625,1706122
2024-07-16,1788.8276997325906,1801.402312571219,1742.2966031968208,1780.363037109375,170585
2024-07-18,1761.4278510248637,1827.921704619264,1755.311782097694,1788.6810302734375,223777
2024-07-19,1794.6991594549363,1800.4237757400583,1714.603149430133,1725.8077392578125,143560
2024-07-22,1668.4635014435216,1755.800960390052,1638.3234678292079,1717.6856689453125,230071
2024-07-23,1719.349143648475,1775.12768729558,1663.5706000013704,1673.6009521484375,199894
2024-07-24,1681.18492213107,1752.6206027571282,1673.600997133098,1730.2113037109375,117862
2024-07-25,1716.4134655575776,1721.7466295131292,1686.6648844529163,1691.5577392578125,56352
2024-07-26,1697.8697656301297,1722.2850657981487,1600.942254344188,1607.1072998046875,2395639
2024-07-29,1609.4069178542181,1640.868001326739,1576.4779777915749,1583.8172607421875,303107
2024-07-30,1583.8169670928296,1638.1276508578294,1581.6151826158703,1632.2562255859375,353991
2024-07-31,1641.063531015985,1648.2560038173804,1588.122864967722,1592.624267578125,146944
2024-08-01,1602.6056433079134,1614.5931377915483,1587.7803885509086,1593.5050048828125,103468
2024-08-02,1584.3064237099675,1599.5721071753903,1567.7685501830654,1571.2913818359375,67853
2024-08-05,1546.8270238633106,1568.9428224819671,1497.2135254108903,1500.6875,128101
2024-08-06,1526.9622806617087,1541.2004176765508,1482.5351313815584,1492.4676513671875,87419
2024-08-07,1515.708630108377,1515.708630108377,1459.0493459037177,1468.443603515625,151521
2024-08-08,1550.0564724263716,1615.2782538218219,1517.763629250822,1590.5693359375,1307536
2024-08-09,1614.4464589397853,1614.4464589397853,1547.1697037166598,1558.3253173828125,164573
2024-08-12,1550.05623328877,1550.05623328877,1506.1183780376111,1509.690185546875,137481
2024-08-13,1546.1421790316572,1546.1421790316572,1486.4493480690426,1491.048583984375,130556
2024-08-14,1496.2350114864819,1506.4610303299635,1470.0582380677354,1496.18603515625,121585
2024-08-16,1516.7850808630685,1516.7850808630685,1487.4279502657187,1499.121826171875,68913
2024-08-19,1505.9716878937213,1519.2313718029966,1493.8863607754236,1499.8067626953125,65103
2024-08-20,1512.821770991787,1526.5217648226546,1482.6328799053751,1506.4610595703125,91163
2024-08-21,1510.8156669788536,1536.3563440948897,1503.769884683578,1529.50634765625,84862
2024-08-22,1544.869993918498,1555.585418068925,1528.919358249876,1534.105712890625,70499
2024-08-23,1534.105607665793,1560.8206419843627,1528.6746106469247,1557.1510009765625,109182
2024-08-26,1562.777766096367,1595.0706065980453,1555.927769626314,1560.0377197265625,142510
2024-08-27,1564.734852346579,1565.7134232361016,1542.6191741342598,1548.0501708984375,53298
2024-08-28,1555.6341393131745,1566.6920384594748,1530.6805809242198,1545.114501953125,72108
2024-08-29,1550.4478368935822,1557.3466904176162,1528.136371454349,1548.97998046875,65359
2024-08-30,1541.347256450488,1556.710893802406,1535.7694491767604,1547.120849609375,50005
2024-09-02,1559.5485207556812,1559.5485207556812,1528.527868516988,1543.402099609375,68196
2024-09-03,1543.4020982110296,1553.9707125517316,1532.9314365316673,1546.0443115234375,41643
2024-09-04,1535.6224905444496,1586.3613713116608,1522.2649729489642,1548.49072265625,188681
2024-09-05,1555.9277393139982,1602.899142764987,1555.9277393139982,1576.5755615234375,219742
2024-09-06,1577.4564374642987,1626.3849870134395,1555.9278756626768,1563.805419921875,204602
2024-09-09,1563.7563455979375,1563.7563455979375,1527.2556021398066,1540.90673828125,83395
2024-09-10,1543.2063416690276,1595.0706004568897,1534.6928224422372,1592.1348876953125,305398
